Id,tweets
1043,They've been saying its wrong...like the dumb fuck didn't deliberately infect himself in the name of ignorance....
1044,: Keep yourself safe &amp; take care of your
1045,
1046,🧴 Wash your hands
1047,Stay at home
1048,Only go out to shop if you hav…
1049,: SC Governor orders public access to all beaches closed
1050,": A HUGE shout-out to all physicians who work tirelessly /7 to protect &amp; promote public health, including the many profession…"
1051,Newsom tells Facebook’s Zuckerberg that coronavirus testing has been an ‘area of frustration’ – CNET
1052,: This is how far back we have to put the swab to test you for .
1053,
1054,You might want to follow medical recommendations an…
1055,: This is just harrowing.
1056,
1057,"tells me that for *weeks,* senators were privately and insistently ""ringing alar…"
1058,": "" is locked up in what is becoming a vortex of infection with no self-defense. We don't have the luxury to allow t…"
1059,: Today I issued an Executive Order preventing the of dangerous criminals from prisons &amp; jails.
1060,
1061,We want to preve…
1062,": I don’t think people are digesting the fact that our President did NOTHING to stop coronavirus and is now saying ,000…"
1063,: President Trump is now lashing out at who literally read his comments back to him about wanting to be appreciated b…
1064,Medical Companies Win Approval for Rapid Coronavirus Tests - WSJ
1065,": On a day when it was confirmed that more than ,000 Americans have tested positive for coronavirus and at least ,300…"
1066,: Never been more jealous of a curve in my life. Man they nailed it.
1067,Via Time.
1068,
1069,": BREAKING: Spain reports ,846 new cases of coronavirus and new deaths."
1070,
1071,"A total of ,956 cases and ,716 deaths."
1072,: Everyone quick to say how lucky she is for being with Alex but can we not talk about how lucky HE IS because wow she is a s…
1073,: Hall of Fame RB OJ Simpson announces on Twitter that he has tested positive for the Coronavirus. Prayers up for OJ …
1074,: Snarky....yep perfect adjective for Jim Acosta
1075,: Is this a dumb lockdown business idea?
1076,
1077,"Ice cream trucks, but for fresh produce/dairy/meat. They drive around neighborhoods…"
1078,": Trump, stop congratulating yourself! You’re a failure &amp; you've mishandled this disaster! You're not knowledge…"
1079,: BREAKING: FDA Issues Emergency Authorization for Hydroxychloroquine to be Prescribed to Coronavirus Patients
1080,: This is how democracies die:
1081,
1082,"When they cede too much power, give in to the decrees of an autocratic ruler, punish disse…"
1083,": General did not send planes to evacuate Nigerians abroad over , like other nations. Yet, Buhari sent p…"
1084,": At this point, what states aren't begging for ... while Trump says he's held on to ,000 of them in the sto…"
1085,: Forgive me oh Lord whenever I’m ungrateful
1086,: Racist rhetoric has real life consequences.
1087,
1088,This is heart breaking.
1089,: Great news from Idaho. We need to ensure that all eligible voters have the opportunity to safely vote in ongoing primarie…
1090,: Fed seems to suggest this too
1091,: BC Medical Health Officer says physical distancing vital to contain but BC Govt adamant that large construction…
1092,: WATCH: Madrid holds moment of silence to pay tribute to coronavirus victims.
1093,: Jeff Bezos is the wealthiest person in the world. Amazon pays $0 in federal income taxes. Yet Bezos refuses to protect A…
1094,Neurosurgeon who separated conjoined twins dies from complications of Covid-19 - CNN
1095,: Communism Kills: UK Believes China Might Have Times More COVID-19 Cases Than They Admit
1096,
1097,Prime Minister Boris Johnson is…
1098,condolences to and his fam
1099,": Trump, you incompetent idiot! You sent tons of PPE to China early but ignored warnings &amp; called COVID19 concerns a…"
1100,": BBVA ditches bonuses of senior staff, pressuring peers to do the same. Plus: local TV M&amp;A drama. Read more of the la…"
1101,: More Americans have now died from the coronavirus than on /11.
1102,
1103,"Trump knew about this for months, but chose to lie and c…"
1104,what if the corona virus is just one big april fools prank
1105,: More Americans have now died from the coronavirus than on /11.
1106,
1107,"Trump knew about this for months, but chose to lie and c…"
1108,": I usually don't venture in MAGA Twitter, but tonight I went to the Dark Side. They are convinced that coronavirus is a…"
1109,": Important reporting from the NYT views the pandemic through a public transit (ie, class analysis) lens."
1110,
1111,: This is like me and my neighbour teaming up to buy a nurse a coffee.
1112,: CNN’s Jim Acosta just called out Trump for lying about coronavirus. Trump replied by having a tantrum. Trump says he could “cau…
1113,: This is just harrowing.
1114,
1115,"tells me that for *weeks,* senators were privately and insistently ""ringing alar…"
1116,": Trump, you incompetent idiot! You sent tons of PPE to China early but ignored warnings &amp; called COVID19 concerns a…"
1117,: Good.
1118,
1119,God Bless .
1120,: Everyone needs to stop thinking COVID19 numbers today are today’s numbers. They’re not. They reflect: a) transmission be…
1121,": virginians that decided to go to the beach over the weekend, congrats we’re on lockdown until june tenth"
1122,: CNN cut away from the coronavirus press briefing when an executive of private company started speaking and encouraged peo…
1123,The next president of the USA!
1124,: i’m going insane
1125,": virginians that decided to go to the beach over the weekend, congrats we’re on lockdown until june tenth"
1126,": during this lockdown its ok to not wear make up and dress like a slob... its also okay to do a full face, get all dresse…"
1127,: Summary:
1128,": ""In some of the most advanced health systems in the world are buckling under the pressure of the pandemic."
1129,
1130,Respo…
1131,: Deeply unsurprised the story of two Asian children aged and getting stabbed in Texas by someone who thought they we…
1132,: Your regular reminder that officials &amp; are suing to eliminate the law that guarantees coverage for Ameri…
1133,Shit like this is why I abandoned the affiliate program in favor of local and ethical businesses. If you're…
1134,: I spent thousands of $$ on a sound system off about a month ago… I was defrauded &amp; the seller sent me a -gallon j…
1135,: Getting through these difficult times will take contributions from all of us. Thankful for Alliance HSP for stepping up w…
1136,: I am recovering from COVID19. I will try to donate my plasma to help other patients. If you are recovering from COVID19 a…
1137,"Just a reminder, that we're currently on target to extinguish the virus, but this means that international travel b…"
1138,": YOU CANNOT, I repeat YOU CANNOT get coronavirus from your pets. People are dumping their animals at shelters out of ign…"
1139,: Chinese eerts say Italy should mass-quarantine coronavirus patients with mild symptoms instead of letting them isolate at…
1140,Trump cultist who thinks he’s God!
1141,Bad decision as usual by the NCAA. Feel like they could of given the kids the option for more year. Sometimes pos…
1142,": The governor said his state is performing ,000 tests a day, or less than half of the ,000 daily tests recommended by health e…"
1143,Support Beatrice by signing “Why You Must Act Now” and I’ll deliver a copy to your officials too:…
1144,: JUST IN: Israeli PM Netanyahu tested negative for coronavirus.
1145,: Just found out about the mountain goats that have seized the opportunity of human lockdown to take full operational co…
1146,: States/Union Territories helpline numbers for Coronavirus released by Government of India.
1147,
1148,Kindly share this information.…
1149,": For years, angry young idiots have fantasised about a shit-hits-the-fan collapse of civilisation scenario, where men would be…"
1150,": Dictators and those who envy them never let a crisis go to waste. As I wrote in my WaPo piece yesterday, democratic institu…"
1151,: This article by is shocking.
1152,
1153,"We should be encouraging discussion during the pandemic, not shutt…"
1154,: OMG the CEO of My Pillow is briefing America about coronavirus response
1155,": When you can’t tell the difference between the American left, MSM, and actual Chinese Communist propaganda."
1156,: BOOM: obliterates CNN ⬇️
1157,
1158,"""I want to keep the country calm."""
1159,
1160,"The coronavirus ""will go away."""
1161,
1162,"""We're…"
1163,: This has been updated again – our video is up to examples now.
1164,
1165,times Trump has downplayed the coronavirus...
1166,
1167,!…
1168,And Xi Jinping’s cronies are at it again: this time they are actively pressing the WHO to not share the world’s bes…
1169,: Another statistical outlier— Sweden.
1170,Still no lockdown. First case confirmed on February th. Just deaths.
1171,
1172,“But it…
1173,: We need a national stay at home order. Needed it weeks ago. It remains the most powerful tool we have at this moment to r…
1174,": Coronavirus closes libraries, but kids still able to watch Story Time thanks to live streaming"
1175,"Jesus, be a lightning bolt"
1176,Clay’s post don’t even age well after a couple HOURS now and it’s still the corona bros fault.
1177,: OMG the CEO of My Pillow is briefing America about coronavirus response
1178,": Really not sure who the bigger scumbag is, Pelosi or Hildabeast."
1179,
1180,What have you done to help America fight the coronavirus? Pathetically attempting to primary Trump doesn't count.
1181,: Another statistical outlier— Sweden.
1182,Still no lockdown. First case confirmed on February th. Just deaths.
1183,
1184,“But it…
1185,: This is spin: WHO is a very incompetent org.
1186,Prevented masks &amp; were steps behind.
1187,Can't get risk asymmetry!
1188,Stat ignorant WH…
1189,": CNN cuts away from a man who got a second chance at life, successfully pursued the American Dream and is now voluntarily…"
1190,: Sir
1191,
1192,Indians have donated their hard earned money to . Pl make sure not a single penny goes as c…
1193,: Nevada Governor Sisolak's Chief Medical Officer Who Banned Hydroxychloroquine for Treating Coronavirus DOES NOT Have Lic…
1194,"Man said ""you cant go outside...unless you want to... idk maybe... do what you want"""
1195,&ltay of Lockdown March .
1196,
1197,Nigerians went out en masse to shop after they received a hours lock…
1198,"As eected, but unfortunate for winter athletes."
1199,: My husband is working days a week processing tests for key workers.
1200,His commute puts him in harm's way for hour…
1201,: Thank you for your continuous support to the global response. strongly welcomes your leadership &amp; s…
1202,: is it just me or i really want to step out tomorrow and see what becomes of my life
1203,: Counterpoint: would provide a lifeline for rural hospitals at a time when corporations are neglecting rural communit…
1204,Stock trading is a No No!
1205,: JUST IN - State of Emergency announced for the entire country of Belize due to the coronavirus outbreak - taking effect a…
1206,": The drug President said could be a potential ""game changer"" in the fight against the , promptin…"
1207,: Hungarian Parliament passes bill that gives PM Orbán unlimited power &amp; proclaims:
1208,
1209,- State of emergency w/o time limit
1210,- R…
1211,: Bored from the lockdown? Winning a Teardown Z Flip would probably spice things up... here's the rules:
1212,
1213,. Follow …
1214,: : Over Amazon employees at JFK8 warehouse walk off the job over ’s dangerous response to protect wor…
1215,": Today pm EST, will host a Livestream on the coronavirus pandemic with Rep. Peter DeFazio (D-Ore.), Rev. Dr.…"
1216,": The good, the bad and the ugly: a lesson in crisis communications from …"
1217,": AP: Elizabeth Warren, Ayanna Pressley call for racial data in coronavirus testing"
1218,: Opinion: Jerry Falwell Jr.’s coronavirus response shows his staggering level of ignorance
1219,: she prolly don’t even know about the coronavirus
1220,: Saudi king offers to pay for coronavirus patients' treatment
1221,"Judge shopping much? Must have found a liberal one...it won’t last long, that judge will be overruled."
1222,": : cases have topped ,000 worldwide."
1223,
1224,",000 deaths worldwide"
1225,",500 recoveries…"
1226,": cases in FL = ,276. ⁦⁩ is ordering a unified “safer at home” policy for South Florida, outlini…"
1227,This is so sad. Rip
1228,Maybe it’s a good thing I got extended until July. To leave lockdown in Korea to be stuck in the house in Va... I’d…
1229,This is their land bitch
1230,Yikes
1231,: LIKE and RETWEET
1232,
1233,Time to invest crypto
1234,"Don't miss this opportunity, buy…"
1235,Very Strange Phenomenon !!
1236,: ON THE FRONT LINES: A growing number of doctors and nurses say the pandemic is stretching our health care…
1237,": ‘Health Care Kamikazes’: How Spain’s Workers Are Battling Coronavirus, Unprotected - The New York Times"
1238,: So my Tiger King binge was interrupted by a text saying the CEO of MyPillow is now part of the presidential briefings on C…
1239,": BREAKING: Yum Brands CEO David Gibbs, whose company owns Taco Bell, KFC and PizzaHut said he will forgo his salary for…"
1240,": LIBERTY UNIVERSITY GETS HOLY HELL AS STUDENTS FALL SICK Jerry Falwell Jr., a Trump-supporting coronavirus conspiracy theorist,…"
1241,: This clip is great because it's possible to watch it and imagine Donald Trump is a The Price is Right model and not act…
1242,FG specifically picked a days lockdown because from most estimates the incubation period for the virus is -14 d…
1243,": Accurate, honest and transparent: how leaders should communicate about coronavirus | Ullrich Ecker and Douglas MacFarlane h…"
1244,: Here's Dr Fauci immediately pouring cold water on Trump's hope that the coronavirus won't strike again in the fall
1245,: Just declined an invite to speak in a webinar when I learned that there is no single woman in a panel of men (I…
1246,: Enforcing lockdown will % do something. It will help our health care system cat…
1247,: Ooni of Ife reveals cure for Coronavirus
1248,: BREAKING: FDA Issues Emergency Authorization for Hydroxychloroquine to be Prescribed to Coronavirus Patients
1249,
1250,It's about…
1251,": Day seven of lockdown, and all hope of getting any work done has now vanished, partly due to a widespread influx of high…"
1252,: CNN cut away from the coronavirus press briefing when an executive of private company started speaking and encouraged peo…
1253,": If you watch anything today, watch an entire hood on lockdown in Brooklyn rapping Juicy by the notorious B.I.G. Juicyyyy !…"
1254,: Texas Dept. of Public Safety is on the Louisiana-Texas border today enforcing my Executive Order requiring self-quaranti…
1255,": I don't trust the numbers of people they said tested for corona virus, many people are not doing test so"
1256,Stay home and safe…
1257,: Italian politician Fabio Rampelli removes the EU flag from his chambers and replaces it with the national one.
1258,
1259,If the C…
1260,": NOTICE: President Signs Regulations, (1/2)"
1261,: Stay safe and try to avoid the below.
1262,: If the government develop a covid19 “vaccine” and make it mandatory -would you allow yourself to be injected?
1263,: *After the lockdown is lifted*
1264,
1265,Anyone: “the motive starts at ”
1266,
1267,"Me: “7.59pm, outside the motive”"
1268,Which is why I believe this corona virus thing has been staged. They did this to us at an…
1269,: Can I test myself?
1270,
1271,"NO. Remember, there is no validated rapid diagnostic test kit for"
1272,
1273,These rapid test kits can pr…
1274,: President Trump's coronavirus briefings lack a crucial element: Empathy.
1275,
1276,: Coronavirus trying to infect me
1277,: More Americans have now died from the coronavirus than on /11.
1278,
1279,"Trump knew about this for months, but chose to lie and c…"
1280,": jisung calling corona as ""that thing"" while jeno called it ""cocoa"" shssjd"
1281,": As bad as the current situation is, imagine how much worse it would be if million people lost healthcare and million…"
1282,Some get ENTERTAINED by trump briefings; so-called resisters think the briefings…
1283,: Workers at Amazon's Staten Island facility have said that multiple people at the warehouse have been diagnosed with CO…
1284,"News: Disgruntled workers at Amazon, Whole Foods, and Instacart strike over coronavirus risks"
1285,: I am excited to announce some positive news ahead of our lockdown.
1286,
1287,We have just discharged formerly positve p…
1288,: What my coworkers see during a conference call three weeks into quarantine after I’ve cut my own hair …
1289,"Hello IECMH Friends,"
1290,
1291,Hope all is well. We will be sharing resources to support families and communities during the…
1292,: Coronavirus will end soon. In Jesus name.
1293,Heartbreaking and astonishing. Thoughts &amp; prayers to the Cliffside Park and Don Bosco Prep communities.
1294,": The Infosys employee in Bangalore, who was arrested by the Police for urging people to spread the Wuhan Coronavirus among…"
1295,": JUST IN: Number of worldwide coronavirus cases soars to ,000"
1296,: This is incredible Liam!!
1297,: I honestly never thought that in my lifetime we would have to have public officials (Cuomo) having to convince people to bel…
1298,: Amazing how our media castigate Trump but give Johnson a free pass for similar idiocy and narcissistic arrogance.
1299,": As someone who recently spent almost a week hooked up to a ventilator (and probably wouldn't be alive today without one), I c…"
1300,: “We are nearly days after the first public disclosure of the outbreak in China and America still does not have adequate…
1301,": this was January th. what were media hacks who are acting like they're Nostradamus now, saying back then? Zilch."
1302,Well now Coronavirus is against us cus we grew up 🇬🇭
1303,…
1304,A cashier serves customer behind a makeshift plastic barrier as a preventive measure against the spread of the…
1305,Sounds like he wants to funnel money to banking friends through cruise lines and hotels. Wonder who’s recently loan…
1306,: Health Ministry informed Indian Citizens on March that Corona is not health emergency and religious congregation took p…
1307,: Twitter Forces to Delete Post on Chloroquine Helping Coronavirus Patients
1308,: REPORTER: “What do you say to those who are upset you spent weeks downplaying the coronavirus?”
1309,
1310,TRUMP says everything he…
1311,": Hydroxychloroquine, as President Trump suggested, is an important development in treating patients with the coronavirus.…"
1312,": : State health officials now reporting total cases of coronavirus in Hawaii. new cases reported today, wi…"
1313,: This is just harrowing.
1314,
1315,"tells me that for *weeks,* senators were privately and insistently ""ringing alar…"
1316,": Spoke to a lawyer threatening two constituents in their s, one with cancer who can’t now honour their house sale movi…"
1317,": JUST IN: The first child to die from the in New York City has been confirmed, according to NYC Health."
1318,Corona Virus said “Fuck y’all summer bodies”
1319,: Is this a joke?
1320,
1321,Some Trump supporters fear coronavirus lockdowns are undermining ‘America’s masculinity’: history pro…
1322,"""F*** corona. It took our friend, father, grandfather, cousin, brother and son from us,"" one woman wrote on Faceboo…"
1323,: Do you live in New York City?
1324,
1325,The BBC wants to talk to you about how you’re coping during
1326,
1327,Email us ️ n…
1328,: The ‘My Pillow’ guy is part of the Coronavirus team now folks.
1329,": This is horrific. When the President uses his platform to spread hate, innocent people pay the price. He knows this, b…"
1330,": News Alert: Dr. Vladimir Zelenko, a board-certified family practitioner in NY, has now treated Covid-19…"
1331,: NEW: Thousands of families jam JCPS phone lines requesting laptops for distance learning
1332,": Trump, stop congratulating yourself! You’re a failure &amp; you've mishandled this disaster! You're not knowledge…"
1333,Keeping your business open
1334,"With the exception of some non-essential shops and public venues, we are not asking any…"
1335,": Sorry if I sound like a broken record, but I’m going to keep repeating this warning: Infectious disease outbreaks create ferti…"
1336,"In the immediate hours after the announcement of , I can share that several thousand medical…"
1337,: ?s should've been asked at briefing:
1338,) why didn't you instruct Brits to come home a month a…
1339,: Timmy Thick warned us about the virus months ago but nobody listened
1340,: How many time will I RT this? Never give up.
1341,: So very important - please read!:
1342,": CNN cuts away from a man who got a second chance at life, successfully pursued the American Dream and is now voluntarily…"
1343,: Dad went home today... crushed coronavirus even though he is and has limited lung function... the greatest!
1344,: The original footage of these Chinese medics arriving to help with the was posted by a Tory Councillor.
1345,
1346,I…
1347,Say hello to some of our amazing Red Cross pet partners! We made the decision to pause our canine therapy visitatio…
1348,new news: COMPLETE LOCKDOWN FOR WEEKS
1349,": Australian astrophysicist, who hoped to create a device to stop people catching coronavirus, ends up in hospital - after gett…"
1350,": Good news! Singer John Prine is now in stable condition after being hospitalized with coronavirus, his wife says:"
1351,": In Rose Garden, Trump shows off Coronavirus test which can be performed within about five to minutes."
1352,Pentagon watchdog tapped to lead committee overseeing $2 trillion coronavirus package - POLITICO
1353,: Nerf Warrior Activate!!! I will be prepared to do this to anybody that shows any symptoms lol …
1354,: This gives you an idea of how many layers of protection doctors need to keep themselves safe everyday from the Coronavir…
1355,"No lockdown, no quarantines, just voluntary advice and a big dose of hope. via"
1356,": I want to sue to because they lied to me daily for months that Corona virus was a HOAX, Now I am suffering depress…"
1357,: With crash of oil price and facing pandemic is so desperate it is asking for donations to deal with the p…
1358,: Nevada Governor Sisolak’s Chief Medical Officer who banned Hydroxychloroquine for treating Coronavirus DOES NOT have l…
1359,: No one should have to choose between their health and their paycheck. Solidarity with all of the Amazon and Instacart wo…
1360,: Trump says next days ‘vital’ in coronavirus fight: ‘Our future is in our own hands’ - - …
1361,: Breaking: Harrogate Convention Centre is being turned into a dedicated NHS Nightingale hospital in the fight against cor…
1362,": Here is a video on how Spain's health workers are bravely fighting , often without adequate protection…"
1363,": I’m watching Trump’s press conference so you don’t have. Instead of watching, please let all networks know we don’t want a path…"
1364,wants to credit the creepy for donating masks without realizing it is a…
1365,": EMPTY DISNEYLAND: Have you ever seen this empty? Amid the resort’s closure due to the coronavirus pandemic, AIR7 capt…"
1366,: Conservatives: “Don’t politicize corona virus”
1367,
1368,Also Conservatives: Use corona virus to push their Christian the…
1369,"Two of my NOLA poker buddies have COVID19, one a dealer and one a doctor. Seems like they are gonna be okay. Wishin…"
1370,": Now , which answers to US State Department dictates, is blocking Venezuelans from seeing Vice Prez …"
1371,: Please RT after you Vote.
1372,Regarding Trumps worst fukk up so far has been:
1373,: FBI website to report COVID fraud.
1374,: The Class Struggle Continues! They Can’t Afford to Quarantine. So They Brave the Subway -
1375,": I don’t think people are digesting the fact that our President did NOTHING to stop coronavirus and is now saying ,000…"
1376,": This is staggering to see, and in an EU member state too."
1377,: My package from came today!!! It is absolutely beautiful and she even included photo cards🥺 go support her…
1378,: Elizabeth Warren and Ayanna Pressley are calling for racial data on coronavirus tests
1379,
1380,: The corona virus came from that “Hey mamas” tik tok
1381,Suffolk University dorm transformed into shelter for homeless during coronavirus crisis
1382,: the my pillow guy has done more to combat the spread of coronavirus than % of the blue checks whining about him right…
1383,": On , we have the latest on the novel coronavirus pandemic after the FDA gives anti-malaria drugs emergency approval to…"
1384,: everyone needs to read every single line of this article immediately
1385,
1386,
1387,: Local governments are making big decisions right now.
1388,
1389,Equity is vital in response and recovery.
1390,
1391,
1392,Lockdown has me showering at midnight out of boredom. What now
1393,: The Gov. of Va. has closed schools for the year. Jerry Falwell Jr. has reopened Liberty Univ. endangering students &amp; the…
1394,": welp... y’all remember when mumbo sauce said “we ain’t goin no whereee, welcome to DC”"
1395,: One of my cousins died this weekend. Please elect someone else Florida. Please.
1396,: mosquitoes once it get real hot outside but all the humans still on lockdown
1397,": Trump, you incompetent idiot! You sent tons of PPE to China early but ignored warnings &amp; called COVID19 concerns a…"
1398,: RT if Andrew Cuomo should be removed from office for releasing child rapists from prison because he’s afraid they will g…
1399,": : deputy president Rosly Ahmat Lana said so far, no organisation had come forward to contribute…"
1400,"finally, now all you teens still hanging out bc you think this is stupid. Now is the time to stop"
1401,: the same company that gave people cancer with their baby powder...?
1402,: We're asking you to to protect our NHS and save lives.
1403,
1404,Help us stop the spread of by only going ou…
1405,": Guys please pray for my dad, he’s contracted coronavirus and they’re stopping his dialysis because his unwell, and in serio…"
1406,: statistical outliers that disprove the virus’ alleged deadliness:
1407,
1408,Japan: it’s because they bow and wear mas…
1409,": News Alert: Dr. Vladimir Zelenko, a board-certified family practitioner in NY, has now treated Covid-19…"
1410,My grandsons
1411,Love they are getting noticed and y. old
1412,: Hall of Fame RB OJ Simpson announces on Twitter that he has tested positive for the Coronavirus. Prayers up for OJ …
1413,I think about this tweet all the time
1414,Groups of people are still congregating to snap a picture of the . Cops are driving by with a loudspeak…
1415,: This is incredible Liam!!
1416,": Rapid test that can deliver results in minutes will be available Tuesday, FDA commissioner says"
1417,
1418,"As of March , in…"
1419,: Speaker Pelosi &amp; House Democrats on call w/ reporters are talking about a phase coronavirus bill just days after the $2 tril…
1420,: Think it's not going to happen? Just a Conspiracy Theory? The Kennedy Center just donated $5 Million to the DNC after…
1421,"Oh great because you nerds didn’t take Covid19 seriously, I’m gonna have to give the puberty talk to my kids at hom…"
1422,Get these losers off the air.
1423,They are extremely dangerous.
1424,Breaking News: The coronavirus crisis has been a huge boon to Israel’s Netanyahu
1425,So do pregnant women get $500 per unborn child since you compare abortion to corona deaths? Or is this…
1426,This is what another term of Donald Trump would look like for America.
1427,
1428,": We must all remember our gallant men in the field of battle even, as Corona virus ravages everywhere, for theirs is a doubl…"
1429,: Thankful to report my test came back negative &amp; thankful to all who sent well wishes. Thinking of those fighting…
1430,: Happy ! We're all . Thank you for fighting on the front lines of the pandem…
1431,: Now there's a foundation for a best selling novel.
1432,: NEW: things to know today about coronavirus
1433,: Trump likes to talk.
1434,But he hates being quoted.
1435,Because his words are often stupid.
1436,coroNA more like coroNOBITCH
1437,: Reporters get to ask questions everyday. More access to the President than any other president. Some of these questi…
1438,": To all of the We’RE JuST CaLLing It thE CHineSe ViRUs BeCAuse THat’S WhERe It’S FrOm crowd, this is why you’re terrible.…"
1439,Breaking News: The most mind-boggling lines from Donald Trump’s Sunday coronavirus briefing
1440,: I’d love to see a RECOVERY ticker added to the coronavirus news coverage! Positivity is important too!
1441,: CNN’s Jim Acosta just called out Trump for lying about coronavirus. Trump replied by having a tantrum. Trump says he could “cau…
1442,No No No. This cannot be true.
1443,
1444,"'43 million masks were available in NJ... But the masks in New Jersey, a…"
1445,": Obviously Disneyland is normally empty of guests from closing each night to opening the next day, but seeing the park THI…"
1446,: A doctor working in a hospital w. COVID19 patients shared this:
1447,
1448,I know doctors and nurses are on the front lines. But can we g…
1449,: BREAKING: A federal judge just blocked Texas' closure of abortion businesses in the wake of the pandemic.
1450,
1451,Beca…
1452,: . &amp; should stop airing Trump’s coronavirus press conferences. Raise your hand if you agree.
1453,": with all this money I’m saving staying inside during this lockdown, I’m sure as hell spending it all on tattoos when this i…"
1454,: This is probably the best scientific elainer I have seen on why we should all wear masks against
1455,h…
1456,: I appreciate ANYONE who will help.....i think it disgraceful that someone one the sidelines (tv anchor) would mock anyone who is…
1457,: 'NSWCCL wants the Bail Act amended to ensure courts take into account the fact that the pandemic has caused major delays in fin…
1458,: Trudeau puts the ASS in assclown.
1459,: Episode | Headphones Show | LockDown Special
1460,": President Trump on Coronavirus - his first figure referred to total cases, the second to total deaths."
1461,: Another statistical outlier— Sweden.
1462,Still no lockdown. First case confirmed on February th. Just deaths.
1463,
1464,“But it…
1465,: Haaa! In three days??
1466,Another dumb idea by . so much for promoting hands free options. For…
1467,: A free press is the backbone of our democracy. Local journalism is essential to keeping us informed and holding power to…
1468,First U.S. service member dies from coronavirus
1469,
1470,The Pentagon on Monday announced the death of a member of the New…
1471,: Human testing for 'Johnson &amp; Johnson coronavirus vaccine this fall
1472,
1473,: Hope that our Italian perspective published in journal can be helpful to …
1474,: This is very interesting considering:
1475,
1476,) You TWICE voted to delay passing the package.
1477,) And now want to take credit afte…
1478,: The corrupt MY PILLOW guy is laying off workers to focus on a brand new fraudulent business scheme.
1479,
1480,"Today, he was…"
1481,": “Nobody would have ever thought a thing like this could have happened."" -"
1482,
1483,"Umm, the Obama administrati…"
1484,: Cathleen Colbert is a retired Arvin High School teacher who normally spends her time rescuing dogs. But the coronavirus…
1485,": Effective immediately, Brooks Brothers will produce ,000 masks per day to protect those on the frontlines battling the…"
1486,": On FOOTYOLOGY, Shayne Hope looks at just where the future of the AFLW is at after the havoc wreaked by cor…"
1487,: President Trump is now in the Rose Garden with a coronavirus test that is said to be a rapid test approved recently by the FDA…
1488,Mr. Brian Mitchell.
1489,: What questions do you have for our panel tonight?
1490,
1491,Tune in soon at .
1492,corona stays ruining my plans
1493,: RT if Andrew Cuomo should be removed from office for releasing child rapists from prison because he’s afraid they will g…
1494,The worst league in sports!!
1495,…
1496,"Finally read this thread, and you should, too. Stay home, wash your hands with soap and water, take breaks, be kind…"
1497,": “Nobody would have ever thought a thing like this could have happened."" -"
1498,
1499,"Umm, the Obama administrati…"
1500,Welp read about several young pregnant women getting coronavirus and an infant dying from it time to stay off the internet for a while
1501,": The coronavirus cares not whether its targets are children or adults, men or women, young or old. And it certainly doe…"
1502,": Deep State Governor Cuomo, the media darling pushed to replace Trump as [their] official spokesman for the handling of …"
1503,: More Americans have now died from the coronavirus than on /11.
1504,
1505,"Trump knew about this for months, but chose to lie and c…"
1506,Support Katie by signing “Why You Must Act Now” and I’ll deliver a copy to your officials too:…
1507,: I don’t understand how the FDA can approve anti-malaria drugs chloroquine and hydroxychloroquine for the coronavirus without…
1508,: Stuart &amp; Ed discuss the worlds pandemic situation with some humour &amp; a wee bit of laughter like proper M…
1509,: I didn't do this. No regrets
1510,: Maximilian Jo's parents are passengers on the Zaandam cruise ship where four people have died as a result of coronavirus.…
1511,: This does not end well.
1512,
1513,
1514,": Well, lets just all thank for protecting the American public from knowing that the patriots at are…"
1515,": Nancy Pelosi's sham impeachment was not only kabuki theater, it was the ONLY thing congress was doing the month of Jan…"
1516,: This is criminally deceptive reporting.
1517,: Another statistical outlier— Sweden.
1518,Still no lockdown. First case confirmed on February th. Just deaths.
1519,
1520,“But it…
1521,: More hospital footage has emerged of empty corridors and HSE staff unwilling to answer questions about . Th…
1522,: Open
1523,Source
1524,Ventilator.
1525,
1526,By Medtronic.
1527,
1528,"You know what, hat's off to these folks. I'm not sure I've seen this from a large med…"
1529,": BREAKING: Washington, D.C. issues stay-at-home order due to coronavirus"
1530,*
1531,"Tbh nigerians wouldn't make adequate preparations till the last day. Even with prior notice, it will more or les…"
1532,": To democrats, liberal media, Trump haters:"
1533,Each time you trash President Trump you are hurting Americans who are ill and…
1534,: Trump?
1535,Is fat woman a Liberal?
1536,How is it Trump’s fault?
1537,Not been paying attention to the US situation so can an…
1538,": Did you know the Corona virus (i.e. the ""cold virus"") was mapped &gt;70 yea…"
1539,": hey US-based BIPOC , here's an emergency fund to apply to if you're in financial distress."
1540,
1541,
1542,": I’m watching Trump’s press conference so you don’t have. Instead of watching, please let all networks know we don’t want a path…"
1543,How Does the Coronavirus Behave Inside a Patient? vía
1544,Recovery Home Mayura Patel Croydon UK
1545,": Baba Ramdev, Sadhguru, Shri Shri Ravi Shankar ji are donating towards the relief fund to fight Corona and Imams are orga…"
1546,: A fire talking stage would slap during this lockdown.
1547,: The NCAA has decided not to grant athletes from winter sports (including basketball) an extra year of eligibility due to…
1548,": ... put ol Rupert Murdoch out of business? And if we can't do it for, I don't know, ""freedom of speech"" issues or somethin…"
1549,:
1550,
1551,"Wow, my mind is blown"
1552,
1553,Listen to what he finally just admitted!
1554,
1555,For years we have complained about vaccin…
1556,You look like coronavirus
1557,The new CARES Act allows you to take (k) IRA withdrawals without penalty for emergency Coronavirus Pandemic rela…
1558,If the virus kills you
1559,Then the Earth never wanted you
